name,japanese_name,percentage_male,type1,type2,height_m,weight_kg,capture_rate,base_egg_steps,base_happiness,abilities,experience_growth,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,classification
Shroomish,Kinococoキノココ,50.0,grass,,0.4,4.5,255,3840,70,"[""Effect Spore"", ""Poison Heal"", ""Quick Feet""]",1640000,60,40,60,40,60,35,3,0,Mushroom Pokémon
Breloom,Kinogassaキノガッサ,50.0,grass,fighting,1.2,39.2,90,3840,70,"[""Effect Spore"", ""Poison Heal"", ""Technician""]",1640000,60,130,80,60,60,70,3,0,Mushroom Pokémon
Slakoth,Namakeroナマケロ,50.0,normal,,0.8,24.0,255,3840,70,"[""Truant""]",1250000,60,60,60,35,35,30,3,0,Slacker Pokémon
Vigoroth,Yarukimonoヤルキモノ,50.0,normal,,1.4,46.5,120,3840,70,"[""Vital Spirit""]",1250000,80,80,80,55,55,90,3,0,Wild Monkey Pokémon
Slaking,Kekkingケッキング,50.0,normal,,2.0,130.5,45,3840,70,"[""Truant""]",1250000,150,160,100,95,65,100,3,0,Lazy Pokémon
Nincada,Tutininツチニン,50.0,bug,ground,0.5,5.5,255,3840,70,"[""Compoundeyes"", ""Run Away""]",600000,31,45,90,30,30,40,3,0,Trainee Pokémon
Ninjask,Tekkaninテッカニン,50.0,bug,flying,0.8,12.0,120,3840,70,"[""Speed Boost"", ""Infiltrator""]",600000,61,90,45,50,50,160,3,0,Ninja Pokémon
Shedinja,Nukeninヌケニン,,bug,ghost,0.8,1.2,45,3840,70,"[""Wonder Guard""]",600000,1,90,45,30,30,40,3,0,Shed Pokémon
Whismur,Gonyonyoゴニョニョ,50.0,normal,,0.6,16.3,190,5120,70,"[""Soundproof"", ""Rattled""]",1059860,64,51,23,51,23,28,3,0,Whisper Pokémon
Loudred,Dogohmbドゴーム,50.0,normal,,1.0,40.5,120,5120,70,"[""Soundproof"", ""Scrappy""]",1059860,84,71,43,71,43,48,3,0,Big Voice Pokémon
Exploud,Bakuongバクオング,50.0,normal,,1.5,84.0,45,5120,70,"[""Soundproof"", ""Scrappy""]",1059860,104,91,63,91,73,68,3,0,Loud Noise Pokémon
Makuhita,Makunoshitaマクノシタ,75.4,fighting,,1.0,86.4,180,5120,70,"[""Thick Fat"", ""Guts"", ""Sheer Force""]",1640000,72,60,30,20,30,25,3,0,Guts Pokémon
Hariyama,Hariteyamaハリテヤマ,75.4,fighting,,2.3,253.8,200,5120,70,"[""Thick Fat"", ""Guts"", ""Sheer Force""]",1640000,144,120,60,40,60,50,3,0,Arm Thrust Pokémon
Azurill,Ruririルリリ,24.6,normal,fairy,0.2,2.0,150,2560,70,"[""Thick Fat"", ""Huge Power"", ""Sap Sipper""]",800000,50,20,40,20,40,20,3,0,Polka Dot Pokémon
Nosepass,Nosepassノズパス,50.0,rock,,1.0,97.0,255,5120,70,"[""Sturdy"", ""Magnet Pull"", ""Sand Force""]",1000000,30,45,135,45,90,30,3,0,Compass Pokémon
Skitty,Enecoエネコ,24.6,normal,,0.6,11.0,255,3840,70,"[""Cute Charm"", ""Normalize"", ""Wonder Skin ""]",800000,50,45,45,35,35,50,3,0,Kitten Pokémon
Delcatty,Enekororoエネコロロ,24.6,normal,,1.1,32.6,60,3840,70,"[""Cute Charm"", ""Normalize"", ""Wonder Skin ""]",800000,70,65,65,55,55,90,3,0,Prim Pokémon
Sableye,Yamiramiヤミラミ,50.0,dark,ghost,0.5,11.0,45,6400,35,"[""Keen Eye"", ""Stall"", ""Prankster""]",1059860,50,85,125,85,115,20,3,0,Darkness Pokémon
Mawile,Kucheatクチート,50.0,steel,fairy,0.6,11.5,45,5120,70,"[""Hyper Cutter"", ""Intimidate"", ""Sheer Force""]",800000,50,105,125,55,95,50,3,0,Deceiver Pokémon
Aron,Cokodoraココドラ,50.0,steel,rock,0.4,60.0,180,8960,35,"[""Sturdy"", ""Rock Head"", ""Heavy Metal""]",1250000,50,70,100,40,40,30,3,0,Iron Armor Pokémon
Lairon,Kodoraコドラ,50.0,steel,rock,0.9,120.0,90,8960,35,"[""Sturdy"", ""Rock Head"", ""Heavy Metal""]",1250000,60,90,140,50,50,40,3,0,Iron Armor Pokémon
Aggron,Bossgodoraボスゴドラ,50.0,steel,rock,2.1,360.0,45,8960,35,"[""Sturdy"", ""Rock Head"", ""Heavy Metal""]",1250000,70,140,230,60,80,50,3,0,Iron Armor Pokémon
Meditite,Asananアサナン,50.0,fighting,psychic,0.6,11.2,180,5120,70,"[""Pure Power"", ""Telepathy""]",1000000,30,40,55,40,55,60,3,0,Meditate Pokémon
Medicham,Charemチャーレム,50.0,fighting,psychic,1.3,31.5,90,5120,70,"[""Pure Power"", ""Telepathy""]",1000000,60,100,85,80,85,100,3,0,Meditate Pokémon
Electrike,Rakuraiラクライ,50.0,electric,,0.6,15.2,120,5120,70,"[""Static"", ""Lightningrod"", ""Minus""]",1250000,40,45,40,65,40,65,3,0,Lightning Pokémon
Manectric,Livoltライボルト,50.0,electric,,1.5,40.2,45,5120,70,"[""Static"", ""Lightningrod"", ""Minus""]",1250000,70,75,80,135,80,135,3,0,Discharge Pokémon
Plusle,Prasleプラスル,50.0,electric,,0.4,4.2,200,5120,70,"[""Plus"", ""Lightningrod""]",1000000,60,50,40,85,75,95,3,0,Cheering Pokémon
Minun,Minunマイナン,50.0,electric,,0.4,4.2,200,5120,70,"[""Minus"", ""Volt Absorb""]",1000000,60,40,50,75,85,95,3,0,Cheering Pokémon
Volbeat,Barubeatバルビート,100.0,bug,,0.7,17.7,150,3840,70,"[""Illuminate"", ""Swarm"", ""Prankster""]",600000,65,73,75,47,85,85,3,0,Firefly Pokémon
Illumise,Illumiseイルミーゼ,0.0,bug,,0.6,17.7,150,3840,70,"[""Oblivious"", ""Tinted Lens"", ""Prankster""]",1640000,65,47,75,73,85,85,3,0,Firefly Pokémon
Roselia,Roseliaロゼリア,50.0,grass,poison,0.3,2.0,150,5120,70,"[""Natural Cure"", ""Poison Point"", ""Leaf Guard""]",1059860,50,60,45,100,80,65,3,0,Thorn Pokémon
Gulpin,Gokulinゴクリン,50.0,poison,,0.4,10.3,225,5120,70,"[""Liquid Ooze"", ""Sticky Hold"", ""Gluttony""]",1640000,70,43,53,43,53,40,3,0,Stomach Pokémon
Swalot,Marunoomマルノーム,50.0,poison,,1.7,80.0,75,5120,70,"[""Liquid Ooze"", ""Sticky Hold"", ""Gluttony""]",1640000,100,73,83,73,83,55,3,0,Poison Bag Pokémon
Carvanha,Kibanhaキバニア,50.0,water,dark,0.8,20.8,225,5120,35,"[""Rough Skin"", ""Speed Boost""]",1250000,45,90,20,65,20,65,3,0,Savage Pokémon
Sharpedo,Samehaderサメハダー,50.0,water,dark,1.8,88.8,60,5120,35,"[""Rough Skin"", ""Speed Boost""]",1250000,70,140,70,110,65,105,3,0,Brutal Pokémon
Wailmer,Hoerukoホエルコ,50.0,water,,2.0,130.0,125,10240,70,"[""Water Veil"", ""Oblivious"", ""Pressure""]",1640000,130,70,35,70,35,60,3,0,Ball Whale Pokémon
Wailord,Whalohホエルオー,50.0,water,,14.5,398.0,60,10240,70,"[""Water Veil"", ""Oblivious"", ""Pressure""]",1640000,170,90,45,90,45,60,3,0,Float Whale Pokémon
Numel,Donmelドンメル,50.0,fire,ground,0.7,24.0,255,5120,70,"[""Oblivious"", ""Simple"", ""Own Tempo""]",1000000,60,60,40,65,45,35,3,0,Numb Pokémon
Camerupt,Bakuudaバクーダ,50.0,fire,ground,1.9,220.0,150,5120,70,"[""Magma Armor"", ""Solid Rock"", ""Anger Point""]",1000000,70,120,100,145,105,20,3,0,Eruption Pokémon
Torkoal,Cotoiseコータス,50.0,fire,,0.5,80.4,90,5120,70,"[""White Smoke"", ""Drought"", ""Shell Armor""]",1000000,70,85,140,85,70,20,3,0,Coal Pokémon
Spoink,Banebooバネブー,50.0,psychic,,0.7,30.6,255,5120,70,"[""Thick Fat"", ""Own Tempo"", ""Gluttony""]",800000,60,25,35,70,80,60,3,0,Bounce Pokémon
Grumpig,Boopigブーピッグ,50.0,psychic,,0.9,71.5,60,5120,70,"[""Thick Fat"", ""Own Tempo"", ""Gluttony""]",800000,80,45,65,90,110,80,3,0,Manipulate Pokémon
Spinda,Patcheelパッチール,50.0,normal,,1.1,5.0,255,3840,70,"[""Own Tempo"", ""Tangled Feet"", ""Contrary""]",800000,60,60,60,60,60,60,3,0,Spot Panda Pokémon
Trapinch,Nuckrarナックラー,50.0,ground,,0.7,15.0,255,5120,70,"[""Hyper Cutter"", ""Arena Trap"", ""Sheer Force""]",1059860,45,100,45,45,45,10,3,0,Ant Pit Pokémon
Vibrava,Vibravaビブラーバ,50.0,ground,dragon,1.1,15.3,120,5120,70,"[""Levitate""]",1059860,50,70,50,50,50,70,3,0,Vibration Pokémon
Flygon,Flygonフライゴン,50.0,ground,dragon,2.0,82.0,45,5120,70,"[""Levitate""]",1059860,80,100,80,80,80,100,3,0,Mystic Pokémon
Cacnea,Saboneaサボネア,50.0,grass,,0.4,51.3,190,5120,35,"[""Sand Veil"", ""Water Absorb""]",1059860,50,85,40,85,40,35,3,0,Cactus Pokémon
Cacturne,Noctusノクタス,50.0,grass,dark,1.3,77.4,60,5120,35,"[""Sand Veil"", ""Water Absorb""]",1059860,70,115,60,115,60,55,3,0,Scarecrow Pokémon
Swablu,Tylttoチルット,50.0,normal,flying,0.4,1.2,255,5120,70,"[""Natural Cure"", ""Cloud Nine""]",600000,45,40,60,40,75,50,3,0,Cotton Bird Pokémon
Altaria,Tyltalisチルタリス,50.0,dragon,flying,1.1,20.6,45,5120,70,"[""Natural Cure"", ""Cloud Nine""]",600000,75,110,110,110,105,80,3,0,Humming Pokémon
Zangoose,Zangooseザングース,50.0,normal,,1.3,40.3,90,5120,70,"[""Immunity"", ""Toxic Boost""]",600000,73,115,60,60,60,90,3,0,Cat Ferret Pokémon
Seviper,Habunakeハブネーク,50.0,poison,,2.7,52.5,90,5120,70,"[""Shed Skin"", ""Infiltrator""]",1640000,73,100,60,100,60,65,3,0,Fang Snake Pokémon
Lunatone,Lunatoneルナトーン,,rock,psychic,1.0,168.0,45,6400,70,"[""Levitate""]",800000,90,55,65,95,85,70,3,0,Meteorite Pokémon
Solrock,Solrockソルロック,,rock,psychic,1.2,154.0,45,6400,70,"[""Levitate""]",800000,90,95,85,55,65,70,3,0,Meteorite Pokémon
Barboach,Dojoachドジョッチ,50.0,water,ground,0.4,1.9,190,5120,70,"[""Oblivious"", ""Anticipation"", ""Hydration""]",1000000,50,48,43,46,41,60,3,0,Whiskers Pokémon
Whiscash,Namazunナマズン,50.0,water,ground,0.9,23.6,75,5120,70,"[""Oblivious"", ""Anticipation"", ""Hydration""]",1000000,110,78,73,76,71,60,3,0,Whiskers Pokémon
Corphish,Heiganiヘイガニ,50.0,water,,0.6,11.5,205,3840,70,"[""Hyper Cutter"", ""Shell Armor"", ""Adaptability""]",1640000,43,80,65,50,35,35,3,0,Ruffian Pokémon
Crawdaunt,Shizarigerシザリガー,50.0,water,dark,1.1,32.8,155,3840,70,"[""Hyper Cutter"", ""Shell Armor"", ""Adaptability""]",1640000,63,120,85,90,55,55,3,0,Rogue Pokémon
Baltoy,Yajilonヤジロン,,ground,psychic,0.5,21.5,255,5120,70,"[""Levitate""]",1000000,40,40,55,40,70,55,3,0,Clay Doll Pokémon
Claydol,Nendollネンドール,,ground,psychic,1.5,108.0,90,5120,70,"[""Levitate""]",1000000,60,70,105,70,120,75,3,0,Clay Doll Pokémon
Lileep,Lilylaリリーラ,88.1,rock,grass,1.0,23.8,45,7680,70,"[""Suction Cups"", ""Storm Drain""]",600000,66,41,77,61,87,23,3,0,Sea Lily Pokémon
Cradily,Yuradleユレイドル,88.1,rock,grass,1.5,60.4,45,7680,70,"[""Suction Cups"", ""Storm Drain""]",600000,86,81,97,81,107,43,3,0,Barnacle Pokémon
Anorith,Anopthアノプス,88.1,rock,bug,0.7,12.5,45,7680,70,"[""Battle Armor"", ""Swift Swim""]",600000,45,95,50,40,50,75,3,0,Old Shrimp Pokémon
Armaldo,Armaldoアーマルド,88.1,rock,bug,1.5,68.2,45,7680,70,"[""Battle Armor"", ""Swift Swim""]",600000,75,125,100,70,80,45,3,0,Plate Pokémon
Feebas,Hinbassヒンバス,50.0,water,,0.6,7.4,255,5120,70,"[""Swift Swim"", ""Oblivious"", ""Adaptability""]",600000,20,15,20,10,55,80,3,0,Fish Pokémon
Milotic,Milokarossミロカロス,50.0,water,,6.2,162.0,60,5120,70,"[""Marvel Scale"", ""Competitive"", ""Cute Charm""]",600000,95,60,79,100,125,81,3,0,Tender Pokémon
Castform,Powalenポワルン,50.0,normal,,0.3,0.8,45,6400,70,"[""Forecast""]",1000000,70,70,70,70,70,70,3,0,Weather Pokémon
Kecleon,Kakureonカクレオン,50.0,normal,,1.0,22.0,200,5120,70,"[""Color Change"", ""Protean""]",1059860,60,90,70,60,120,40,3,0,Color Swap Pokémon
Shuppet,Kagebouzuカゲボウズ,50.0,ghost,,0.6,2.3,225,6400,35,"[""Insomnia"", ""Frisk"", ""Cursed Body""]",800000,44,75,35,63,33,45,3,0,Puppet Pokémon
Banette,Juppetaジュペッタ,50.0,ghost,,1.1,12.5,45,6400,35,"[""Insomnia"", ""Frisk"", ""Cursed Body""]",800000,64,165,75,93,83,75,3,0,Marionette Pokémon
Duskull,Yomawaruヨマワル,50.0,ghost,,0.8,15.0,190,6400,35,"[""Levitate"", ""Frisk""]",800000,20,40,90,30,90,25,3,0,Requiem Pokémon
Dusclops,Samayouruサマヨール,50.0,ghost,,1.6,30.6,90,6400,35,"[""Pressure"", ""Frisk""]",800000,40,70,130,60,130,25,3,0,Beckon Pokémon
Tropius,Tropiusトロピウス,50.0,grass,flying,2.0,100.0,200,6400,70,"[""Chlorophyll"", ""Solar Power"", ""Harvest""]",1250000,99,68,83,72,87,51,3,0,Fruit Pokémon
Chimecho,Chireanチリーン,50.0,psychic,,0.6,1.0,45,6400,70,"[""Levitate""]",800000,75,50,80,95,90,65,3,0,Wind Chime Pokémon
Absol,Absolアブソル,50.0,dark,,1.2,47.0,30,6400,35,"[""Pressure"", ""Super Luck"", ""Justified""]",1059860,65,150,60,115,60,115,3,0,Disaster Pokémon
Wynaut,Sohnanoソーナノ,50.0,psychic,,0.6,14.0,125,5120,70,"[""Shadow Tag"", ""Telepathy""]",1000000,95,23,48,23,48,23,3,0,Bright Pokémon
Snorunt,Yukiwarashiユキワラシ,50.0,ice,,0.7,16.8,190,5120,70,"[""Inner Focus"", ""Ice Body"", ""Moody""]",1000000,50,50,50,50,50,50,3,0,Snow Hat Pokémon
Glalie,Onigohriオニゴーリ,50.0,ice,,1.5,256.5,75,5120,70,"[""Inner Focus"", ""Ice Body"", ""Moody""]",1000000,80,120,80,120,80,100,3,0,Face Pokémon
Spheal,Tamazarashiタマザラシ,50.0,ice,water,0.8,39.5,255,5120,70,"[""Thick Fat"", ""Ice Body"", ""Oblivious""]",1059860,70,40,50,55,50,25,3,0,Clap Pokémon
Sealeo,Todogglerトドグラー,50.0,ice,water,1.1,87.6,120,5120,70,"[""Thick Fat"", ""Ice Body"", ""Oblivious""]",1059860,90,60,70,75,70,45,3,0,Ball Roll Pokémon
Walrein,Todoserugaトドゼルガ,50.0,ice,water,1.4,150.6,45,5120,70,"[""Thick Fat"", ""Ice Body"", ""Oblivious""]",1059860,110,80,90,95,90,65,3,0,Ice Break Pokémon
Clamperl,Pearluluパールル,50.0,water,,0.4,52.5,255,5120,70,"[""Shell Armor"", ""Rattled""]",600000,35,64,85,74,55,32,3,0,Bivalve Pokémon
Huntail,Huntailハンテール,50.0,water,,1.7,27.0,60,5120,70,"[""Swift Swim"", ""Water Veil""]",600000,55,104,105,94,75,52,3,0,Deep Sea Pokémon
Gorebyss,Sakurabyssサクラビス,50.0,water,,1.8,22.6,60,5120,70,"[""Swift Swim"", ""Hydration""]",600000,55,84,105,114,75,52,3,0,South Sea Pokémon
Relicanth,Glanthジーランス,88.1,water,rock,1.0,23.4,25,10240,70,"[""Swift Swim"", ""Rock Head"", ""Sturdy""]",1250000,100,90,130,45,65,55,3,0,Longevity Pokémon
Luvdisc,Lovecusラブカス,24.6,water,,0.6,8.7,225,5120,70,"[""Swift Swim"", ""Hydration""]",800000,43,30,55,40,65,97,3,0,Rendezvous Pokémon
Bagon,Tatsubayタツベイ,50.0,dragon,,0.6,42.1,45,10240,35,"[""Rock Head"", ""Sheer Force""]",1250000,45,75,60,40,30,50,3,0,Rock Head Pokémon
Shelgon,Komoruuコモルー,50.0,dragon,,1.1,110.5,45,10240,35,"[""Rock Head"", ""Overcoat""]",1250000,65,95,100,60,50,50,3,0,Endurance Pokémon
Salamence,Bohmanderボーマンダ,50.0,dragon,flying,1.5,102.6,45,10240,35,"[""Intimidate"", ""Moxie""]",1250000,95,145,130,120,90,120,3,0,Dragon Pokémon
Beldum,Dumbberダンバル,,steel,psychic,0.6,95.2,3,10240,35,"[""Clear Body"", ""Light Metal""]",1250000,40,55,80,35,60,30,3,0,Iron Ball Pokémon
Metang,Metangメタング,,steel,psychic,1.2,202.5,3,10240,35,"[""Clear Body"", ""Light Metal""]",1250000,60,75,100,55,80,50,3,0,Iron Claw Pokémon
Metagross,Metagrossメタグロス,,steel,psychic,1.6,550.0,3,10240,35,"[""Clear Body"", ""Light Metal""]",1250000,80,145,150,105,110,110,3,0,Iron Leg Pokémon
Regirock,Regirockレジロック,,rock,,1.7,230.0,3,20480,35,"[""Clear Body"", ""Sturdy""]",1250000,80,100,200,50,100,50,3,1,Rock Peak Pokémon
Regice,Regiceレジアイス,,ice,,1.8,175.0,3,20480,35,"[""Clear Body"", ""Ice Body""]",1250000,80,50,100,100,200,50,3,1,Iceberg Pokémon
Registeel,Registeelレジスチル,,steel,,1.9,205.0,3,20480,35,"[""Clear Body"", ""Light Metal""]",1250000,80,75,150,75,150,50,3,1,Iron Pokémon
Latias,Latiasラティアス,0.0,dragon,psychic,1.4,40.0,3,30720,90,"[""Levitate""]",1250000,80,100,120,140,150,110,3,1,Eon Pokémon
Latios,Latiosラティオス,100.0,dragon,psychic,2.0,60.0,3,30720,90,"[""Levitate""]",1250000,80,130,100,160,120,110,3,1,Eon Pokémon
Kyogre,Kyogreカイオーガ,,water,,4.5,352.0,3,30720,0,"[""Drizzle""]",1250000,100,150,90,180,160,90,3,1,Sea Basin Pokémon
Groudon,Groudonグラードン,,ground,,3.5,950.0,3,30720,0,"[""Drought""]",1250000,100,180,160,150,90,90,3,1,Continent Pokémon
Rayquaza,Rayquazaレックウザ,,dragon,flying,7.0,206.5,45,30720,0,"[""Air Lock""]",1250000,105,180,100,180,100,115,3,1,Sky High Pokémon
Jirachi,Jirachiジラーチ,,steel,psychic,0.3,1.1,3,30720,100,"[""Serene Grace""]",1250000,100,100,100,100,100,100,3,1,Wish Pokémon
Deoxys,Deoxysデオキシス,,psychic,,1.7,60.8,3,30720,0,"[""Pressure""]",1250000,50,95,90,95,90,180,3,1,DNA Pokémon
Turtwig,Naetleナエトル,88.1,grass,,0.4,10.2,45,5120,70,"[""Overgrow"", ""Shell Armor""]",1059860,55,68,64,45,55,31,4,0,Tiny Leaf Pokémon
Grotle,Hayashigameハヤシガメ,88.1,grass,,1.1,97.0,45,5120,70,"[""Overgrow"", ""Shell Armor""]",1059860,75,89,85,55,65,36,4,0,Grove Pokémon
Torterra,Dodaitoseドダイトス,88.1,grass,ground,2.2,310.0,45,5120,70,"[""Overgrow"", ""Shell Armor""]",1059860,95,109,105,75,85,56,4,0,Continent Pokémon
Chimchar,Hikozaruヒコザル,88.1,fire,,0.5,6.2,45,5120,70,"[""Blaze"", ""Iron Fist""]",1059860,44,58,44,58,44,61,4,0,Chimp Pokémon
Monferno,Moukazaruモウカザル,88.1,fire,fighting,0.9,22.0,45,5120,70,"[""Blaze"", ""Iron Fist""]",1059860,64,78,52,78,52,81,4,0,Playful Pokémon
Infernape,Goukazaruゴウカザル,88.1,fire,fighting,1.2,55.0,45,5120,70,"[""Blaze"", ""Iron Fist""]",1059860,76,104,71,104,71,108,4,0,Flame Pokémon
Piplup,Pochamaポッチャマ,88.1,water,,0.4,5.2,45,5120,70,"[""Torrent"", ""Defiant""]",1059860,53,51,53,61,56,40,4,0,Penguin Pokémon
Prinplup,Pottaishiポッタイシ,88.1,water,,0.8,23.0,45,5120,70,"[""Torrent"", ""Defiant""]",1059860,64,66,68,81,76,50,4,0,Penguin Pokémon
Empoleon,Emperteエンペルト,88.1,water,steel,1.7,84.5,45,5120,70,"[""Torrent"", ""Defiant""]",1059860,84,86,88,111,101,60,4,0,Emperor Pokémon
Starly,Mukkuruムックル,50.0,normal,flying,0.3,2.0,255,3840,70,"[""Keen Eye"", ""Reckless""]",1059860,40,55,30,30,30,60,4,0,Starling Pokémon
Staravia,Mukubirdムクバード,50.0,normal,flying,0.6,15.5,120,3840,70,"[""Intimidate"", ""Reckless""]",1059860,55,75,50,40,40,80,4,0,Starling Pokémon
Staraptor,Mukuhawkムクホーク,50.0,normal,flying,1.2,24.9,45,3840,70,"[""Intimidate"", ""Reckless""]",1059860,85,120,70,50,60,100,4,0,Predator Pokémon
Bidoof,Bippaビッパ,50.0,normal,,0.5,20.0,255,3840,70,"[""Simple"", ""Unaware"", ""Moody""]",1000000,59,45,40,35,40,31,4,0,Plump Mouse Pokémon
Bibarel,Beadaruビーダル,50.0,normal,water,1.0,31.5,127,3840,70,"[""Simple"", ""Unaware"", ""Moody""]",1000000,79,85,60,55,60,71,4,0,Beaver Pokémon
Kricketot,Korobohshiコロボーシ,50.0,bug,,0.3,2.2,255,3840,70,"[""Shed Skin"", ""Run Away""]",1059860,37,25,41,25,41,25,4,0,Cricket Pokémon
Kricketune,Korotockコロトック,50.0,bug,,1.0,25.5,45,3840,70,"[""Swarm"", ""Technician""]",1059860,77,85,51,55,51,65,4,0,Cricket Pokémon
Shinx,Kolinkコリンク,50.0,electric,,0.5,9.5,235,5120,70,"[""Rivalry"", ""Intimidate"", ""Guts""]",1059860,45,65,34,40,34,45,4,0,Flash Pokémon
Luxio,Luxioルクシオ,50.0,electric,,0.9,30.5,120,5120,100,"[""Rivalry"", ""Intimidate"", ""Guts""]",1059860,60,85,49,60,49,60,4,0,Spark Pokémon
Luxray,Rentorarレントラー,50.0,electric,,1.4,42.0,45,5120,70,"[""Rivalry"", ""Intimidate"", ""Guts""]",1059860,80,120,79,95,79,70,4,0,Gleam Eyes Pokémon
Budew,Subomieスボミー,50.0,grass,poison,0.2,1.2,255,5120,70,"[""Natural Cure"", ""Poison Point"", ""Leaf Guard""]",1059860,40,30,35,50,70,55,4,0,Bud Pokémon
Roserade,Roseradeロズレイド,50.0,grass,poison,0.9,14.5,75,5120,70,"[""Natural Cure"", ""Poison Point"", ""Technician""]",1059860,60,70,65,125,105,90,4,0,Bouquet Pokémon
Cranidos,Zugaidosズガイドス,88.1,rock,,0.9,31.5,45,7680,70,"[""Mold Breaker"", ""Sheer Force""]",600000,67,125,40,30,30,58,4,0,Head Butt Pokémon
Rampardos,Rampaldラムパルド,88.1,rock,,1.6,102.5,45,7680,70,"[""Mold Breaker"", ""Sheer Force""]",600000,97,165,60,65,50,58,4,0,Head Butt Pokémon
Shieldon,Tatetopsタテトプス,88.1,rock,steel,0.5,57.0,45,7680,70,"[""Sturdy"", ""Soundproof""]",600000,30,42,118,42,88,30,4,0,Shield Pokémon
Bastiodon,Toridepsトリデプス,88.1,rock,steel,1.3,149.5,45,7680,70,"[""Sturdy"", ""Soundproof""]",600000,60,52,168,47,138,30,4,0,Shield Pokémon
Burmy,Minomucchiミノムッチ,50.0,bug,,0.2,3.4,120,3840,70,"[""Shed Skin"", ""Overcoat""]",1000000,40,29,45,29,45,36,4,0,Bagworm Pokémon
Wormadam,Minomadam (kusaki No Mino)ミノマダム,0.0,bug,grass,0.5,6.5,45,3840,70,"[""Anticipation"", ""Overcoat""]",1000000,60,69,95,69,95,36,4,0,Bagworm Pokémon
Mothim,Gamaleガーメイル,100.0,bug,flying,0.9,23.3,45,3840,70,"[""Swarm"", ""Tinted Lens""]",1000000,70,94,50,94,50,66,4,0,Moth Pokémon
Combee,Mitsuhoneyミツハニー,88.1,bug,flying,0.3,5.5,120,3840,70,"[""Honey Gather"", ""Hustle""]",1059860,30,30,42,30,42,70,4,0,Tiny Bee Pokémon
Vespiquen,Beequenビークイン,0.0,bug,flying,1.2,38.5,45,3840,70,"[""Pressure"", ""Unnerve""]",1059860,70,80,102,80,102,40,4,0,Beehive Pokémon
Pachirisu,Pachirisuパチリス,50.0,electric,,0.4,3.9,200,2560,100,"[""Run Away"", ""Pickup"", ""Volt Absorb""]",1000000,60,45,70,45,90,95,4,0,EleSquirrel Pokémon
Buizel,Buoyselブイゼル,50.0,water,,0.7,29.5,190,5120,70,"[""Swift Swim"", ""Water Veil""]",1000000,55,65,35,60,30,85,4,0,Sea Weasel Pokémon
Floatzel,Floazelフローゼル,50.0,water,,1.1,33.5,75,5120,70,"[""Swift Swim"", ""Water Veil""]",1000000,85,105,55,85,50,115,4,0,Sea Weasel Pokémon
Cherubi,Cherinboチェリンボ,50.0,grass,,0.4,3.3,190,5120,70,"[""Chlorophyll""]",1000000,45,35,45,62,53,35,4,0,Cherry Pokémon
Cherrim,Cherrimチェリム,50.0,grass,,0.5,9.3,75,5120,70,"[""Flower Gift""]",1000000,70,60,70,87,78,85,4,0,Blossom Pokémon
Shellos,Karanakushiカラナクシ,50.0,water,,0.3,6.3,190,5120,70,"[""Sticky Hold"", ""Storm Drain"", ""Sand Force""]",1000000,76,48,48,57,62,34,4,0,Sea Slug Pokémon
Gastrodon,Tritodonトリトドン,50.0,water,ground,0.9,29.9,75,5120,70,"[""Sticky Hold"", ""Storm Drain"", ""Sand Force""]",1000000,111,83,68,92,82,39,4,0,Sea Slug Pokémon
Ambipom,Etebothエテボース,50.0,normal,,1.2,20.3,45,5120,100,"[""Technician"", ""Pickup"", ""Skill Link""]",800000,75,100,66,60,66,115,4,0,Long Tail Pokémon
Drifloon,Fuwanteフワンテ,50.0,ghost,flying,0.4,1.2,125,7680,70,"[""Aftermath"", ""Unburden"", ""Flare Boost""]",1640000,90,50,34,60,44,70,4,0,Balloon Pokémon
Drifblim,Fuwarideフワライド,50.0,ghost,flying,1.2,15.0,60,7680,70,"[""Aftermath"", ""Unburden"", ""Flare Boost""]",1640000,150,80,44,90,54,80,4,0,Blimp Pokémon
Buneary,Mimirolミミロル,50.0,normal,,0.4,5.5,190,5120,0,"[""Run Away"", ""Klutz"", ""Limber""]",1000000,55,66,44,44,56,85,4,0,Rabbit Pokémon
Lopunny,Mimilopミミロップ,50.0,normal,,1.2,33.3,60,5120,140,"[""Cute Charm"", ""Klutz"", ""Limber""]",1000000,65,136,94,54,96,135,4,0,Rabbit Pokémon
Mismagius,Mumargiムウマージ,50.0,ghost,,0.9,4.4,45,6400,35,"[""Levitate""]",800000,60,60,60,105,105,105,4,0,Magical Pokémon
Honchkrow,Dongkarasuドンカラス,50.0,dark,flying,0.9,27.3,30,5120,35,"[""Insomnia"", ""Super Luck"", ""Moxie""]",1059860,100,125,52,105,52,71,4,0,Big Boss Pokémon
Glameow,Nyarmarニャルマー,24.6,normal,,0.5,3.9,190,5120,70,"[""Limber"", ""Own Tempo"", ""Keen Eye""]",800000,49,55,42,42,37,85,4,0,Catty Pokémon
Purugly,Bunyattoブニャット,24.6,normal,,1.0,43.8,75,5120,70,"[""Thick Fat"", ""Own Tempo"", ""Defiant""]",800000,71,82,64,64,59,112,4,0,Tiger Cat Pokémon
Chingling,Lisyanリーシャン,50.0,psychic,,0.2,0.6,120,6400,70,"[""Levitate""]",800000,45,30,50,65,50,45,4,0,Bell Pokémon
