MAL_ID,Name,Avg Score,Genre Count,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-1,Score-2,Score-3,Score-4,Score-5,Score-6,Score-7,Score-8,Score-9,Score-10
10647,Ao no Exorcist: Ura Ex,7,4,Unknown,青の祓魔師(エクソシスト) 裏エク,Special,10,"Jun 22, 2011 to Mar 21, 2012",Unknown,Aniplex,Aniplex of America,A-1 Pictures,Manga,1 min. per ep.,PG-13 - Teens 13 or older,3205,1762,74025,61,2080,49520,1511,905,20009,146,170,336,808,2789,5754,9730,5923,3301,2993
10648,Mars,0,4,Unknown,マーズ,OVA,2,"Jun 10, 1994 to Aug 5, 1994",Unknown,Unknown,Discotek Media,Unknown,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,15439,12492,432,1,18,128,10,40,236,5,0,6,4,18,17,14,10,2,8
10653,Running Boy: Star Soldier no Himitsu,0,2,Unknown,RUNNING Boy スターソルジャーの秘密,Movie,1,"Jul 20, 1986",Unknown,Toho,Unknown,Unknown,Unknown,49 min.,Unknown,11730,14351,234,0,11,73,5,38,107,5,1,3,7,11,8,7,1,1,8
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,6,5,Unknown,劇場版NARUTO －ナルト－ そよ風伝 ナルトと魔神と3つのお願いだってばよ！！,Movie,1,"Jul 31, 2010",Unknown,Unknown,VIZ Media,Studio Pierrot,Original,14 min.,PG-13 - Teens 13 or older,3726,2532,40273,54,462,33483,325,236,5767,144,153,273,689,2017,3842,5661,3244,1713,2121
10666,Fireball Special,6,2,Unknown,メイキングオブファイアボール,Special,1,"Aug 19, 2009",Unknown,Jinnis Animation Studios,Unknown,Unknown,Original,3 min.,G - All Ages,6884,8620,2187,1,31,1765,18,35,338,22,28,39,77,180,274,347,168,61,44
10668,Imouto Paradise!,6,1,Unknown,妹ぱらだいす!,OVA,2,"Dec 9, 2011 to Apr 20, 2012",Unknown,"Moonstone Cherry, Anime Antenna Iinkai",Unknown,Unknown,Visual novel,28 min. per ep.,Rx - Hentai,0,4010,16394,119,1218,9718,629,609,4220,195,161,211,406,764,1153,1430,1026,602,758
10671,Morita-san wa Mukuchi.,6,3,Unknown,森田さんは無口。,TV,13,"Jul 6, 2011 to Sep 28, 2011",Summer 2011,"DAX Production, Takeshobo",Unknown,Seven,4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,5754,3574,20936,15,868,12334,574,1024,6136,48,79,202,500,1351,2381,2911,1406,467,285
10674,Omake,5,1,Pieces,おまけ,Movie,1,2003,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Original,2 min.,G - All Ages,10166,11762,577,0,10,430,4,24,109,19,16,31,38,73,71,29,7,6,11
10679,Maria†Holic: Run Run Riru Ran Ran Rara,5,2,Unknown,「るんるんりる　らんらんらら」小林ゆう初ＣＧアニメ化ＰＶ,Music,1,"Apr 28, 2011",Unknown,Media Factory,Unknown,Unknown,Unknown,1 min.,PG - Children,8969,7276,3729,2,53,2403,49,81,1143,99,76,86,116,268,312,233,133,87,112
10681,Blood-C: The Last Dark,7,4,Blood-C:The Last Dark,劇場版 ブラッドシー ザ ラスト ダーク,Movie,1,"Jun 2, 2012",Unknown,"Aniplex, Dentsu, Shochiku, Kadokawa Shoten, Mainichi Broadcasting System, Dwango",Funimation,Production I.G,Original,1 hr. 50 min.,R+ - Mild Nudity,2772,1773,73079,162,1404,50707,693,459,19816,204,295,603,1325,2605,5258,10191,8478,4672,3265
10683,Tentacle and Witches,7,3,Unknown,テンタクル アンド ウィッチーズ,OVA,4,"May 27, 2011 to Nov 30, 2012",Unknown,Pixy,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,4278,14099,170,1295,8429,599,501,3275,79,81,139,224,475,819,1472,1246,690,803
10684,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,0,3,Unknown,それいけ! アンパンマン すくえ! ココリンと奇跡の星,Movie,1,"Jul 2, 2011",Unknown,Unknown,Unknown,Unknown,Unknown,46 min.,PG - Children,12193,14421,231,1,9,86,5,52,79,5,2,1,8,7,7,9,1,0,9
10685,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,0,3,Unknown,うたって てあそび! アンパンマンと もりのたから,Movie,1,"Jul 2, 2011",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PG - Children,12182,14367,231,0,8,81,5,54,83,3,1,2,1,8,8,7,6,0,7
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,7,5,Chunin Exam on Fire! and Naruto vs. Konohamaru!,炎の中忍試験! ナルトvs木ノ葉丸!!,Movie,1,"Jul 30, 2011",Unknown,Shueisha,VIZ Media,Studio Pierrot,Manga,14 min.,PG-13 - Teens 13 or older,2953,2102,55714,44,557,48509,305,223,6120,189,168,336,832,2361,4931,8974,5987,2964,3031
10687,Saint Seiya: Legend of Sanctuary,6,4,Unknown,聖闘士星矢 LEGEND of SANCTUARY,Movie,1,"Jun 21, 2014",Unknown,Unknown,Unknown,Toei Animation,Manga,1 hr. 32 min.,PG-13 - Teens 13 or older,7101,3486,22051,51,266,17369,117,171,4128,373,390,590,1073,1726,2732,3007,1824,932,858
10688,Muybridge no Ito,6,1,Unknown,マイブリッジの糸,Movie,1,"May 16, 2011",Unknown,"NHK, Polygon Pictures, Yamamura Animation, Inc.",Unknown,Unknown,Original,13 min.,PG-13 - Teens 13 or older,7881,9721,1410,2,43,833,13,33,488,17,15,28,31,102,160,141,73,17,23
10689,Appleseed XIII Remix Movie 1: Yuigon,6,5,Unknown,劇場リミックス版 APPLESEED XIII ～遺言～,Movie,1,"Jun 13, 2011",Unknown,Jinnis Animation Studios,Funimation,Production I.G,Unknown,1 hr. 24 min.,R - 17+ (violence & profanity),6356,7272,3720,5,107,1515,81,108,1909,18,14,19,49,118,200,271,121,55,46
10690,Magic Tree House,6,2,Unknown,マジック・ツリーハウス,Movie,1,"Jan 7, 2012",Unknown,"TV Tokyo, Dentsu, TV Osaka, Media Factory, GAGA, Yahoo! Japan",Unknown,Ajia-Do,Book,1 hr. 40 min.,PG - Children,3753,5968,6100,9,162,2769,91,68,3010,8,13,29,47,218,397,680,431,197,120
10691,Downloader,5,1,Unknown,ダウンローダー,Music,1,"May 27, 2011",Unknown,Unknown,Unknown,Studio Deen,Unknown,3 min.,G - All Ages,8347,6412,5094,11,68,4217,22,36,751,68,72,166,251,594,734,604,272,114,162
10693,Appleseed XIII Remix Movie 2: Yogen,6,5,Unknown,劇場リミックス版 APPLESEED XIII ～予言～,Movie,1,"Oct 24, 2011",Unknown,Jinnis Animation Studios,Funimation,Production I.G,Unknown,1 hr. 24 min.,R - 17+ (violence & profanity),6351,7209,3810,3,114,1504,79,101,2012,18,16,18,46,110,203,273,123,48,45
10694,Bloods: Inraku no Ketsuzoku 2,6,1,Unknown,Bloods～淫落の血族2～,OVA,2,"Jul 29, 2011 to Nov 25, 2011",Unknown,Unknown,Unknown,PoRO,Visual novel,30 min. per ep.,Rx - Hentai,0,4368,13280,75,1171,7437,609,455,3608,97,59,86,159,494,860,1354,945,463,512
10695,Yume Kui: Tsurumiku Shiki Game Seisaku,6,1,Unknown,夢喰い－つるみく式ゲーム製作－,OVA,2,"Jul 29, 2011 to Sep 30, 2011",Unknown,Suzuki Mirano,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,5274,8298,56,822,4292,379,333,2472,58,58,70,151,315,531,707,485,263,346
10697,Asa kara Zusshiri Milk Pot,6,1,Unknown,朝からずっしり・ミルクポット,OVA,2,"Jul 29, 2011 to Jan 27, 2012",Unknown,Unknown,Unknown,Studio 9 MAiami,Visual novel,19 min. per ep.,Rx - Hentai,0,5703,6938,48,534,4110,269,347,1678,132,105,131,247,416,534,518,315,172,254
10701,Ulysses 31 Pilot,5,4,Unknown,ULYSSES 31,Special,1,1980,Unknown,Unknown,Unknown,TMS Entertainment,Unknown,24 min.,G - All Ages,8790,11979,533,0,25,278,14,50,166,6,8,5,16,44,49,39,8,4,11
10702,Tekken: Blood Vengeance,6,5,Tekken:Blood Vengeance,鉄拳 BLOOD VENGEANCE,Movie,1,"Jul 26, 2011",Unknown,"Digital Frontier, Bandai Namco Games",Bandai Entertainment,Unknown,Game,1 hr. 33 min.,PG-13 - Teens 13 or older,5098,3751,18775,29,244,15524,117,113,2777,87,192,365,692,1310,2453,3068,1981,1017,727
10703,Detective Conan OVA 11: A Secret Order from London,7,5,Unknown,名探偵コナン ～ロンドンからの㊙指令 (ロンドンからのマル秘指令),OVA,1,"May 30, 2011",Unknown,Unknown,Unknown,TMS Entertainment,Manga,25 min.,PG-13 - Teens 13 or older,1946,4822,10440,2,140,8235,111,109,1845,25,11,34,91,289,676,1534,1229,563,588
10705,Yasai no Yousei: N.Y.Salad,0,1,Unknown,やさいのようせい N.Y.SALAD,TV,26,"Apr 5, 2007 to May 17, 2007",Spring 2007,Unknown,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,12960,13361,311,0,15,74,9,56,157,6,2,1,3,10,7,9,7,2,4
10706,Yasai no Yousei: N.Y.Salad 2nd Series,0,1,Unknown,やさいのようせい N.Y.SALAD 2ndシリーズ,TV,26,"May 5, 2008 to Jun 9, 2008",Spring 2008,Unknown,Unknown,Unknown,Unknown,5 min. per ep.,G - All Ages,12958,14500,223,0,15,66,8,51,83,5,1,1,4,7,6,6,8,1,4
10709,Manga Nihon Keizai Nyuumon,0,4,Unknown,マンガ日本経済入門,TV,25,"Oct 13, 1987 to Mar 29, 1988",Fall 1987,TV Tokyo,Unknown,Knack Productions,Manga,25 min. per ep.,PG-13 - Teens 13 or older,15433,13659,287,1,16,62,13,50,146,6,0,1,4,6,5,5,1,4,6
10710,Houkago no Pleiades: Manner Movie,5,1,Unknown,劇場版 放課後のプレアデス   マナームービー,Movie,1,"Jun 4, 2011",Unknown,Unknown,Unknown,Gainax,Original,1 min.,PG-13 - Teens 13 or older,10055,8545,2251,0,50,1010,39,57,1095,29,29,46,76,209,139,70,28,13,26
10711,Plastic Neesan,7,3,Unknown,＋チック姉さん,ONA,12,"May 16, 2011 to Jul 26, 2012",Unknown,Good Smile Company,Unknown,TYO Animations,Manga,2 min. per ep.,PG-13 - Teens 13 or older,2542,924,161850,544,4276,110182,1522,1182,44688,399,561,978,2145,5888,12574,25579,20414,9895,7283
10713,Towa no Quon 2: Konton no Ranbu,7,5,Towanoquon:Dancing Orchid in Chaos,トワノクオン 第２章 混沌の乱舞,Movie,1,"Jul 16, 2011",Unknown,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Sentai Filmworks,Bones,Original,48 min.,PG-13 - Teens 13 or older,1960,2861,32347,16,480,25109,263,133,6362,33,30,107,305,907,2184,6013,5304,2118,1115
10714,Towa no Quon 3: Mugen no Renza,7,5,Towanoquon:The Complicity of Dreams,トワノクオン 第３章 夢幻の連座,Movie,1,"Aug 13, 2011",Unknown,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Sentai Filmworks,Bones,Original,48 min.,PG-13 - Teens 13 or older,1620,2938,30746,17,451,23712,238,131,6214,26,30,73,231,737,1862,5322,5380,2178,1139
10715,Towa no Quon 4: Guren no Shoushin,7,4,Towanoquon:The Roaring Anxiety,トワノクオン 第４章 紅蓮の焦心,Movie,1,"Sep 10, 2011",Unknown,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Sentai Filmworks,Bones,Original,48 min.,PG-13 - Teens 13 or older,1279,2970,30063,13,493,22813,247,142,6368,26,23,53,197,637,1541,4785,5402,2443,1170
10716,Towa no Quon 5: Souzetsu no Raifuku,7,4,Towanoquon:The Return of the Invincible,トワノクオン 第５章 双絶の来復,Movie,1,"Nov 5, 2011",Unknown,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Sentai Filmworks,Bones,Original,48 min.,PG-13 - Teens 13 or older,1406,3013,29224,14,435,22088,239,128,6334,24,26,58,220,660,1548,4642,5209,2211,1137
10717,Towa no Quon 6: Towa no Quon,7,4,Towanoquon:Eternal Quon,トワノクオン 第６章 永久の久遠,Movie,1,"Nov 26, 2011",Unknown,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Sentai Filmworks,Bones,Original,48 min.,PG-13 - Teens 13 or older,1172,2895,31437,38,651,22331,293,163,7999,31,36,81,223,627,1518,4311,5179,2542,1417
10718,Soliton no Akuma,5,3,Unknown,ソリトンの悪魔,Movie,1,1997,Unknown,Triangle Staff,Unknown,Unknown,Novel,1 hr. 30 min.,R - 17+ (violence & profanity),8305,11029,779,0,30,339,19,30,361,3,4,14,18,52,95,53,31,3,5
10719,Boku wa Tomodachi ga Sukunai,7,6,Haganai:I don't have many friends,僕は友達が少ない,TV,12,"Oct 7, 2011 to Dec 23, 2011",Fall 2011,"AIC, Media Factory, TBS, Bushiroad, Bandai Namco Games, Good Smile Company",Funimation,AIC Build,Light novel,24 min. per ep.,R+ - Mild Nudity,2488,156,637856,3784,21651,475182,10908,15367,114748,1137,1599,3478,8695,23955,52813,111666,96216,43705,22060
10720,Korekuraide Utau,6,1,Unknown,これくらいで歌う,Music,1,"May 17, 2011",Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,4158,8514,2284,4,22,1886,9,22,345,16,15,24,37,138,273,419,261,154,81
10721,Mawaru Penguindrum,7,5,Penguindrum,輪るピングドラム,TV,24,"Jul 8, 2011 to Dec 23, 2011",Summer 2011,"Starchild Records, Mainichi Broadcasting System",Sentai Filmworks,Brain's Base,Original,24 min. per ep.,R - 17+ (violence & profanity),565,588,248060,6711,15584,106107,13067,11005,102297,446,413,769,1932,3761,7904,17026,25254,21177,15462
10723,Sojunghan Nal-ui Kkum,6,3,Green Days:Dinosaur and I,소중한 날의 꿈,Movie,1,"Jun 16, 2011",Unknown,Studio MWP,Unknown,Studio Meditation With a Pencil,Original,1 hr. 39 min.,PG-13 - Teens 13 or older,5961,9303,1662,2,65,461,28,54,1054,3,2,2,19,49,74,92,41,19,17
10728,Maid Ane,6,1,Unknown,メイド姉,OVA,2,"Aug 19, 2011 to Dec 16, 2011",Unknown,Digital Works,Unknown,Y.O.U.C,Manga,30 min. per ep.,Rx - Hentai,0,7792,3045,4,281,1670,147,126,821,22,28,49,94,196,264,239,112,58,77
10731,Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7,5,Unknown,劇場版テニスの王子様 英国式庭球城決戦！,Movie,1,"Sep 3, 2011",Unknown,Nihon Ad Systems,Unknown,"Production I.G, M.S.C",Manga,1 hr. 27 min.,PG-13 - Teens 13 or older,1686,5056,9269,12,157,6729,90,114,2179,15,18,39,85,228,499,1143,989,588,508
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6,5,Unknown,金色のガッシュベル！！走れガッシュ！！奪われたウマゴン,OVA,1,2006,Unknown,Unknown,Unknown,Toei Animation,Unknown,21 min.,PG-13 - Teens 13 or older,5453,8036,2741,2,61,1542,55,53,1030,6,10,14,46,128,262,246,136,72,74
10735,Planetes Picture Drama,5,3,Unknown,プラネテス オーディオドラマ,Special,9,"Sep 25, 2009",Unknown,Bandai Visual,Unknown,Sunrise,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,9259,8966,1905,0,55,839,60,83,868,26,19,25,51,150,140,91,48,12,14
10736,Precure kara Minna e no Ouen Movie,6,3,Unknown,プリキュアからみんなへの応援ムービー,ONA,1,"May 20, 2011",Unknown,Unknown,Unknown,Toei Animation,Original,32 sec.,G - All Ages,8001,9175,1756,0,36,939,20,70,691,19,22,20,44,115,116,99,43,24,67
10737,A-Channel: +A-Channel,6,4,A-Channel:+A-Channel,Aチャンネル,Special,11,"May 25, 2011 to Oct 26, 2011",Unknown,Aniplex,Sentai Filmworks,Studio Gokumi,4-koma manga,2 min. per ep.,PG-13 - Teens 13 or older,3727,3893,17491,15,596,12385,561,383,3566,41,35,83,234,835,1696,2889,1723,709,501
10739,Panty & Stocking in Sanitarybox,6,6,Unknown,Panty & Stocking in Sanitarybox,Special,1,"Apr 28, 2011",Unknown,Unknown,Funimation,Gainax,Original,8 min.,R - 17+ (violence & profanity),6341,2900,31563,51,355,24820,223,177,5988,254,308,425,994,2310,4089,4275,2363,1137,779
10740,Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6,5,Pokemon the Movie:Black - Victini and Reshiram,劇場版 ポケットモンスター ベストウイッシュ ビクティニと白き英雄 レシラム,Movie,1,"Jul 16, 2011",Unknown,"TV Tokyo, Shogakukan-Shueisha Productions, Marvelous, Toho",The Pokemon Company International,OLM,Game,1 hr. 36 min.,PG - Children,5219,2808,33177,11,177,29150,184,164,3502,101,158,394,907,2504,4488,5613,2809,1250,1056
10741,Jingi,0,3,Unknown,仁義,OVA,2,"Dec 4, 1991 to Apr 8, 1992",Unknown,Unknown,Unknown,J.C.Staff,Unknown,50 min. per ep.,R+ - Mild Nudity,14687,13294,319,0,16,86,9,39,169,4,2,2,4,9,8,14,3,8,6
10742,Saru to Kani no Gassen,5,1,Unknown,サルとカニの合戦,Movie,1,"May 20, 1917",Unknown,Unknown,Unknown,Unknown,Other,6 min.,G - All Ages,10458,11508,646,0,21,366,16,86,157,38,28,18,31,62,26,17,7,4,20
10743,Tora-chan no Kankan Mushi,5,1,Unknown,トラちゃんのカンカン虫,Movie,1,1950,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,10187,11412,671,0,13,514,7,41,96,23,24,18,57,104,68,42,17,3,9
10751,Kikou Kai Galient OVA,6,4,Unknown,機甲界ガリアン,OVA,3,"Jan 26, 1986 to Aug 5, 1986",Unknown,Unknown,Unknown,Sunrise,Unknown,1 hr. per ep.,PG-13 - Teens 13 or older,8210,11099,763,1,36,347,13,39,328,3,7,12,22,63,66,41,16,19,11
10755,Lupin tai Holmes,6,1,Unknown,ルパン対ホームズ,Special,1,"May 5, 1981",Unknown,Unknown,Unknown,Toei Animation,Unknown,1 hr. 5 min.,Unknown,7886,11323,697,1,21,222,16,55,383,9,2,9,8,22,31,21,8,7,8
10756,Shita-kiri Suzume,0,1,The Sparrow with the Slit Tongue,舌切雀,Movie,1,"Oct 18, 1917",Unknown,Unknown,Unknown,Unknown,Original,Unknown,G - All Ages,12045,13230,329,0,16,95,19,92,107,6,2,3,2,13,11,6,5,2,8
10757,Kachikachi Yama,5,1,Unknown,カチカチ山,Movie,1,"Oct 20, 1917",Unknown,Unknown,Unknown,Unknown,Other,7 min.,G - All Ages,9216,12226,483,0,30,188,24,95,146,19,8,6,10,26,22,15,6,2,14
10758,Momotarou,0,1,Unknown,桃太郎,Movie,1,"Mar 1, 1918",Unknown,Unknown,Unknown,Unknown,Original,Unknown,G - All Ages,15620,12341,455,0,19,173,19,89,155,10,2,8,9,27,19,12,9,0,12
10759,Kintarou,0,1,Unknown,金太郎,Movie,1,"Mar 16, 1918",Unknown,Unknown,Unknown,Unknown,Original,Unknown,G - All Ages,15035,13495,300,0,18,88,14,85,95,6,1,0,3,10,8,8,3,1,13
10760,Issunboushi,0,1,Unknown,一寸法師,Movie,1,"Mar 20, 1918",Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,14635,12711,392,0,18,163,15,83,113,9,5,4,5,24,23,12,4,1,12
10763,Robot Taekwon V,4,2,Voltar the Invincible,로보트 태권 V,Movie,1,"Jul 24, 1976",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 25 min.,PG - Children,10740,12366,458,0,17,238,9,47,147,21,23,35,28,29,17,13,8,1,6
10764,Buta Himesama,5,3,Queen Meets Orc,豚姫様,OVA,1,"Aug 26, 2011",Unknown,Pink Pineapple,Unknown,Seven,Visual novel,30 min.,Rx - Hentai,0,6634,4707,19,275,3174,160,188,910,116,116,136,217,384,352,332,179,97,118
10765,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,7,4,Unknown,ヒカルの碁 特別編 - 裁きの一局! いにしえの華よ咲け!!,OVA,1,2002,Unknown,Unknown,Unknown,Studio Pierrot,Manga,28 min.,G - All Ages,1867,6005,6025,3,110,4363,74,62,1416,10,5,8,40,153,353,851,620,364,292
10766,Detective Conan vs. Wooo,6,5,Unknown,名探偵コナン vs Wooo,ONA,2,"Apr 22, 2011 to Jun 23, 2011",Unknown,Unknown,Unknown,TMS Entertainment,Unknown,7 min. per ep.,G - All Ages,7937,6730,4538,3,101,2951,84,114,1288,46,41,95,156,345,449,324,144,80,167
10770,Mahou Shoujo Elena,6,3,Unknown,魔法少女えれな,OVA,3,"Jul 8, 2011 to Feb 22, 2013",Unknown,"Valkyria, Anime Antenna Iinkai",Unknown,"Studio Fantasia, Rabbit Gate",Visual novel,26 min. per ep.,Rx - Hentai,0,5994,6068,45,565,3319,286,240,1658,59,57,87,154,269,406,486,342,193,234
10774,Soccer Fever,0,2,Unknown,サッカーフィーバー,TV,51,"Apr 4, 1994 to Apr 3, 1995",Spring 1994,Tokyo Movie Shinsha,Unknown,Unknown,Unknown,28 min. per ep.,PG - Children,12115,12181,488,1,30,155,14,72,217,5,1,3,7,15,19,22,13,5,11
10775,SKET Dance: Tettei Bunseki Special,7,2,Unknown,スケットダンス 徹底分析スペシャル,Special,1,"May 3, 2011",Unknown,Unknown,Unknown,Tatsunoko Production,Unknown,24 min.,PG-13 - Teens 13 or older,3584,6579,4810,5,135,2099,123,111,2342,18,9,9,23,130,235,395,224,112,151
10779,Eroge! H mo Game mo Kaihatsu Zanmai,7,1,Unknown,えろげー! ～Hもゲームも開発三昧～,OVA,6,"Aug 26, 2011 to Mar 25, 2016",Unknown,Unknown,Unknown,Collaboration Works,Visual novel,30 min. per ep.,Rx - Hentai,0,2302,48251,946,8275,25442,2785,1795,9954,244,152,283,511,1368,2488,5055,5585,3422,4031
10780,Dead Heat,5,4,Unknown,デッドヒート,OVA,1,"Aug 7, 1987",Unknown,Unknown,Unknown,Sunrise,Unknown,31 min.,PG-13 - Teens 13 or older,9703,10405,1024,0,37,596,18,47,326,7,14,29,75,121,116,78,16,5,8
10790,Kore wa Zombie Desu ka? of the Dead,7,6,Is this A Zombie? of the Dead,これはゾンビですか? OF THE DEAD,TV,10,"Apr 5, 2012 to Jun 7, 2012",Spring 2012,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Funimation,Studio Deen,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1392,432,322201,761,9476,258146,5692,5333,43554,426,582,1197,3108,8567,21226,51729,55684,28307,16933
10792,Haramasete Seiryuu-kun!,6,3,Unknown,孕ませて青龍君!,OVA,2,"Jun 24, 2011 to Jan 31, 2012",Unknown,Pixy,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,0,6139,5702,16,515,3161,255,245,1526,44,30,55,135,276,435,530,278,143,148
10793,Guilty Crown,7,6,Guilty Crown,ギルティクラウン,TV,22,"Oct 14, 2011 to Mar 23, 2012",Fall 2011,"Aniplex, Dentsu, Movic, Fuji TV, Fujipacific Music",Funimation,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1517,75,950798,17500,46199,620576,32033,48643,203347,3427,4345,8469,18470,30313,59306,114213,122786,82936,66713
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,6,6,Unknown,IS 〈インフィニット・ストラトス〉 アンコール『恋に焦がれる六重奏』,OVA,1,"Dec 7, 2011",Unknown,Sony Music Communications,Sentai Filmworks,8bit,Light novel,26 min.,R+ - Mild Nudity,3930,1399,99719,74,1544,84028,603,529,13015,392,562,1038,2038,5196,10038,17825,10553,4895,3768
10796,Softenni Specials,6,2,Unknown,そふてにっ,Special,6,"Jun 22, 2011 to Nov 23, 2011",Unknown,Unknown,Sentai Filmworks,Xebec,Manga,3 min. per ep.,R+ - Mild Nudity,7819,7137,3920,2,162,2539,129,111,979,26,37,80,126,320,492,408,173,90,73
10797,Kayoe! Chuugaku,0,2,Kayoe! Chugaku,かよえ！チュー学,TV,425,"Jun 6, 2011 to Mar 28, 2014",Summer 2011,Unknown,Unknown,DLE,Original,1 min. per ep.,Unknown,14917,12831,375,1,50,73,14,99,139,8,4,2,3,14,8,5,6,0,8
10798,Un-Go,7,2,Un-Go,UN-GO アン ゴ,TV,11,"Oct 14, 2011 to Dec 23, 2011",Fall 2011,"Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music",Sentai Filmworks,Bones,Novel,24 min. per ep.,R - 17+ (violence & profanity),1916,1149,128732,628,5903,64941,4692,5738,47458,151,216,458,1260,3232,6991,14938,14298,7295,3468
10799,Chime,5,1,Unknown,チャイム,Music,1,"Jun 1, 2011",Unknown,Unknown,Unknown,Studio Deen,Unknown,4 min.,G - All Ages,8396,6892,4266,7,35,3665,23,34,509,45,86,117,198,545,645,514,220,101,122
10800,Chihayafuru,8,6,Chihayafuru,ちはやふる,TV,25,"Oct 5, 2011 to Mar 28, 2012",Fall 2011,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,Manga,22 min. per ep.,PG-13 - Teens 13 or older,275,389,348658,6927,21814,170333,16589,12964,126958,247,207,451,1031,3334,7841,23688,46808,39804,21387
10801,Copihan,5,3,Unknown,こぴはん,ONA,7,"Aug 12, 2011 to Nov 3, 2011",Unknown,"Studio Mausu, Slow Curve",Unknown,Gonzo,Manga,6 min. per ep.,PG-13 - Teens 13 or older,9744,5475,7570,5,447,4124,314,647,2038,103,168,253,419,772,772,543,228,78,83
10802,MonHun Nikki Girigiri Airou Mura G,6,2,Unknown,モンハン日記 ぎりぎりアイルー村G,TV,13,"Jul 1, 2011 to Sep 29, 2011",Summer 2011,Unknown,Unknown,DLE,Game,3 min. per ep.,G - All Ages,7990,11953,535,0,26,206,20,69,214,16,4,8,6,20,41,33,18,3,9
10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",7,3,La croisée dans un labyrinthe étranger Special,"異国迷路のクロワーゼ The Animation 第4.5話 音楽会 ""Récital""",Special,1,"Jul 29, 2011",Unknown,Aoni Entertainment,Unknown,Satelight,Manga,23 min.,G - All Ages,2106,5468,7641,0,103,5733,81,60,1664,12,7,22,59,216,575,1270,1151,511,260
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,7,4,The World God Only Knows:Four Girls and an Idol,神のみぞ知るセカイ　４人とアイドル,OVA,1,"Sep 16, 2011",Unknown,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment",Sentai Filmworks,Manglobe,Manga,24 min.,PG-13 - Teens 13 or older,2246,1518,90923,105,1008,75752,539,345,13279,96,95,235,769,2957,7893,18497,13492,5454,3817
10807,Nichijou: Original Jikai Yokoku,7,3,My Ordinary Life Specials,日常 オリジナル次回予告,Special,25,"Jun 24, 2011 to Jun 29, 2012",Unknown,Unknown,Unknown,Kyoto Animation,Manga,30 sec. per ep.,PG-13 - Teens 13 or older,3638,3945,16870,18,714,6147,1018,582,8409,47,46,85,167,484,808,1033,725,388,494
10808,Mobile Suit Gundam AGE,6,4,Unknown,機動戦士ガンダムAGE,TV,49,"Oct 9, 2011 to Sep 23, 2012",Fall 2011,"Sotsu, Lantis, Mainichi Broadcasting System, Sony Music Entertainment",Unknown,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,5955,3191,26453,53,2048,14002,1644,2849,5910,164,225,443,991,1647,2653,3286,1982,786,489
